"case_number","date","year","month","time","date_time","crime_code","crime","block","street","type","beat","command","weapon","motivation","number_of_suspects","suspect","victim_count","victim_other","injury","suspect_race_0","suspect_race_1","suspect_race_2","suspect_sex_0","suspect_sex_1","suspect_sex_2","victim_race_0","victim_race_1","victim_race_2","victim_race_3","victim_sex_0","victim_sex_1","victim_sex_2","victim_sex_3"
"19006514","2019-02-26","2019","2","15:30:00","2019-02-26","245A1","Assault","2000.0","Logan","Av","511","Central","Stick","Sexual Orientation","2","Unknown","2.0","","Treated","H","H","","M","F","","W","W","","","M","F","",""
"19008983","2019-03-05","2019","3","12:30:00","2019-03-05","242","Assault","3700.0","Del Mar Heights","Rd","934","Northwestern","Hands, Fists, Feet","Race/Disability","1","Unknown","1.0","","Treated","W","","","M","","","B","","","","M","","",""
"19007782","2019-03-10","2019","3","00:55:00","2019-03-10","594","Vandalism","4900.0","Newport","Av","614","Western","Hands, Fists, Feet","Sexual Orientation","1","Known","1.0","","None","W","","","M","","","W","","","","M","","",""
"19012076","2019-04-12","2019","4","02:21:00","2019-04-12","594","Vandalism","5700.0","Olympic","Pl","822","Mid-City","Other","Race","2","Unknown","1.0","","None","Unk","Unk","","Unk","Unk","","H","","","","M","","",""
"19017802","2019-05-22","2019","5","14:00:00","2019-05-22","594(A)","Vandalism","4600.0","Vista","St","825","Mid-City","Other ","Religion","1","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"19017876","2019-05-24","2019","5","08:30:00","2019-05-24","422.6","Threat","5100.0","Linda Vista ","Rd","622","Western","None","Sexuality","1","Known","1.0","","None","W","","","M","","","B","","","","M","","",""
"19018299","2019-05-26","2019","5","08:38:00","2019-05-26","594(B)(2)(A)","Vandalism","4300.0","Santa Monica","Av","613","Western","Other ","Religion","1","Unknown","3.0","","None","Unk","","","Unk","","","W","W","B","","F","F","M",""
"19019040","2019-05-31","2019","5","07:00:00","2019-05-31","242","Assault","900.0","4th","Av","525","Central","Hands, Fists, Feet","Sexuality","1","Known","1.0","","Treated","H","","","M","","","W","","","","M","","",""
"19019053","2019-05-31","2019","5","16:30:00","2019-05-31","594(B)(1)","Vandalism","7500.0","Winterwood","Ln","242","Northeastern","Spray Paint","Race","1","Unknown","1.0","City of San Diego","None","Unk","","","Unk","","","","","","","-","","",""
"19019302","2019-05-31","2019","5","17:00:00","2019-05-31","594(B)(1)","Vandalism","2200.0","Main","St","724","Southern","Spray Paint","Religion","1","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","M","","",""
"19020509","2019-06-10","2019","6","08:30:00","2019-06-10","594(B)(1)","Vandalism","8600.0","Genesee","Av","115","Northern","Spray Paint","Religion","1","Unknown","1.0","Market","None","Unk","","","Unk","","","","","","","","","",""
"19027273","2019-07-02","2019","7","20:58:00","2019-07-02","242","Assault","500.0","14th","St","521","Central","Hands, Fists, Feet","Sexual Orientation","1","Unknown","1.0","","None","B","","","M","","","H","","","","F","","",""
"19024491","2019-07-05","2019","7","12:26:00","2019-07-05","245A1","Assault","4200.0","University","Av","832","Midcity","Knife","Race","1","Known","2.0","","None","B","","","M","","","H","H","","","F","F","",""
"19025504","2019-07-10","2019","7","23:32:00","2019-07-10","422:F","Threat","3600.0","30th","St","813","Midcity","Phone","Sexual Orientation","1","Unknown","1.0","Gay Pride Rally","None","Unk","","","Unk","","","","","","","","","",""
"19025496","2019-07-10","2019","7","20:14:00","2019-07-10","422:F","Threat","3600.0","30th","St","813","Midcity","Email","Sexual Orientation","1","Unknown","1.0","Gay Pride Rally","None","Unk","","","Unk","","","","","","","","","",""
"19025834","2019-07-13","2019","7","16:00:00","2019-07-13","422.6","Threat","7200.0","El Cajon","Bl","821","Midcity","Knife","Race","1","Known","1.0","","None","W","","","M","","","B","","","","F","","",""
"19025966","2019-07-14","2019","7","00:22:00","2019-07-14","594.3(A)","Vandalism","4100.0","Front","St","627","Western","Unknown","Sexual Orientation","1","Unknown","1.0","Church","None","W","","","M","","","","","","","","","",""
"19028502","2019-07-26","2019","7","00:30:00","2019-07-26","594(B)(2)(A)","Vandalism","6100.0","Agee","St","115","Northern","Spray Paint","Race","Unk","Unknown","4.0","","None","Unk","","","Unk","","","B","W","H","","M","M","M",""
"19028668","2019-07-29","2019","7","09:22:00","2019-07-29","422.6(B)","Vandalism","7100.0","Engineer","Rd","313","Eastern","Spray Paint","Religion","Unk","Unknown","1.0","Business","None","Unk","","","Unk","","","","","","","","","",""
"19038601","2019-09-18","2019","9","07:00:00","2019-09-18","422.6","Threat","4400.0","El Cajon","Blvd","824","Mid-City","Marker","Sexual Orientation","Unk","Unknown","1.0","School","None","Unk","","","Unk","","","","","","","","","",""
"19048808","2019-11-07","2019","11","03:32:00","2019-11-07","242","Battery","2400.0","Seaside ","St","613","Western","Hands, Fists, Feet","Sexual Orientation","2","Unknown","1.0","","None","Unk","Unk","","M","F","","W","","","","M","","",""
"19049530","2019-11-14","2019","11","06:00:00","2019-11-14","594","Vandalism","4100.0","West Point Loma","Bl","613","Western","Black Ink","Religion","Unk","Unknown","1.0","","None","Unk","","","Unk","","","W","","","","F","","",""
